"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1","lnexp_IMAGEURL:8"
"BOW 1-14","05/08/1938","United States Forest Service","1:20,000","1014","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Eldorado Springs","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","South Boulder Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 56 29","-105 16 26","33241","","BOW001014.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33241~102547","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001014.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001014.jp2&width=5455&height=4248&x=0&y=0&resolution=6&level=0"
"BOW 1-15","05/08/1938","United States Forest Service","1:20,000","1015","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Eldorado Springs","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bear Creek Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 57 22","-105 16 26","33244","","BOW001015.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33244~102548","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001015.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001015.jp2&width=5475&height=4228&x=0&y=0&resolution=6&level=0"
"BOW 1-17","05/08/1938","United States Forest Service","1:20,000","1017","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Eldorado Springs","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Skunk Canyon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 59 06","-105 16 46","33248","","BOW001017.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33248~102549","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001017.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001017.jp2&width=5455&height=4208&x=0&y=0&resolution=6&level=0"
"BOW 1-18","05/08/1938","United States Forest Service","1:20,000","1018","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 00 15","-105 16 47","33252","","BOW001018.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33252~102550","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001018.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001018.jp2&width=5455&height=4208&x=0&y=0&resolution=6&level=0"
"BOW 1-19","05/08/1938","United States Forest Service","1:20,000","1019","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 00 55","-105 16 42","33257","","BOW001019.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33257~102551","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001019.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001019.jp2&width=5475&height=4248&x=0&y=0&resolution=6&level=0"
"BOW 1-20","05/08/1938","United States Forest Service","1:20,000","1020","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Goose Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 01 41","-105 16 53","33260","","BOW001020.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33260~102552","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001020.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001020.jp2&width=5370&height=4162&x=0&y=0&resolution=6&level=0"
"BOW 1-21","05/08/1938","United States Forest Service","1:20,000","1021","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wonderland Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 02 35","-105 16 51","33264","","BOW001021.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33264~118230","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1412/BOW001021.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1412/BOW001021.jp2&width=5535&height=4314&x=0&y=0&resolution=6&level=0"
"BOW 1-23","05/08/1938","United States Forest Service","1:20,000","1023","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mesa Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 04 24","-105 16 56","33268","","BOW001023.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33268~102553","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001023.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001023.jp2&width=5435&height=4268&x=0&y=0&resolution=6&level=0"
"BOW 1-24","05/08/1938","United States Forest Service","1:20,000","1024","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Boulder","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Left Hand Valley Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 05 22","-105 16 52","33272","","BOW001024.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33272~102554","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001024.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001024.jp2&width=5435&height=4248&x=0&y=0&resolution=6&level=0"
"BOW 1-35","05/08/1938","United States Forest Service","1:20,000","1035","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Boulder","Colorado","Pinewood Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Beech Hill","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 15 27","-105 16 60","33276","","BOW001035.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33276~102555","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001035.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001035.jp2&width=5418&height=4258&x=0&y=0&resolution=6&level=0"
"BOW 1-37","05/08/1938","United States Forest Service","1:20,000","1037","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Pinewood Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Little Thompson River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 17 03","-105 17 05","33281","","BOW001037.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33281~102556","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001037.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001037.jp2&width=5418&height=4258&x=0&y=0&resolution=6&level=0"
"BOW 1-39","05/08/1938","United States Forest Service","1:20,000","1039","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Pinewood Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dry Hollow","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 18 33","-105 16 43","33285","","BOW001039.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33285~102557","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001039.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001039.jp2&width=5418&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 1-41","05/08/1938","United States Forest Service","1:20,000","1041","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Pinewood Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blue Mountain (Pinewood Lake topo quad)","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 20 17","-105 16 46","33289","","BOW001041.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33289~102558","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001041.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001041.jp2&width=5418&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 1-43","05/08/1938","United States Forest Service","1:20,000","1043","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Pinewood Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pinewood Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 22 17","-105 16 41","33293","","BOW001043.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33293~102560","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001043.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001043.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-45","05/08/1938","United States Forest Service","1:20,000","1045","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Drake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stone Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 24 12","-105 17 01","33297","","BOW001045.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33297~102561","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001045.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001045.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-47","05/08/1938","United States Forest Service","1:20,000","1047","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Drake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Big Thompson Canyon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 25 54","-105 16 59","33302","","BOW001047.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33302~102562","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001047.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001047.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-49","05/08/1938","United States Forest Service","1:20,000","1049","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Drake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cedar Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 27 09","-105 17 12","33306","","BOW001049.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33306~102563","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001049.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001049.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-51","05/08/1938","United States Forest Service","1:20,000","1051","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Drake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spruce Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 28 54","-105 17 16","33310","","BOW001051.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33310~102564","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001051.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001051.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-53","05/08/1938","United States Forest Service","1:20,000","1053","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Buckhorn Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bear Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 31 04","-105 17 25","33314","","BOW001053.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33314~102565","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001053.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001053.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-55","05/08/1938","United States Forest Service","1:20,000","1055","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Buckhorn Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fish Creek (Buckhorn Mountain topo quad)","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 32 40","-105 17 13","33319","","BOW001055.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33319~102566","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001055.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001055.jp2&width=5442&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-57","05/08/1938","United States Forest Service","1:20,000","1057","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Buckhorn Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Christ Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 34 09","-105 17 15","33323","","BOW001057.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33323~102567","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001057.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001057.jp2&width=5394&height=4234&x=0&y=0&resolution=6&level=0"
"BOW 1-59","05/08/1938","United States Forest Service","1:20,000","1059","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Buckhorn Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blackhurst Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 36 43","-105 17 19","33327","","BOW001059.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33327~102568","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001059.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001059.jp2&width=5370&height=4210&x=0&y=0&resolution=6&level=0"
"BOW 1-61","05/08/1938","United States Forest Service","1:20,000","1061","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Poudre Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lewstone Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 38 05","-105 17 09","33330","","BOW001061.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~33330~102569","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1045/BOW001061.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1045/BOW001061.jp2&width=5346&height=4210&x=0&y=0&resolution=6&level=0"
