"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"BOW 1-73","05/08/1938","United States Forest Service","1:20,000","1073","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Livermore Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rabbit Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 49 00","-105 17 08","33352","BOW001073.jpg"
"BOW 1-75","05/08/1938","United States Forest Service","1:20,000","1075","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Livermore Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Fork Cache La Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 50 51","-105 16 52","33356","BOW001075.jpg"
"BOW 1-77","05/08/1938","United States Forest Service","1:20,000","1077","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lonetree Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 52 55","-105 17 07","33360","BOW001077.jpg"
"BOW 1-79","05/08/1938","United States Forest Service","1:20,000","1079","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Red Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 54 31","-105 17 06","33365","BOW001079.jpg"
"BOW 1-81","05/08/1938","United States Forest Service","1:20,000","1081","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tenmile Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 56 21","-105 17 15","33369","BOW001081.jpg"
"BOW 1-83","05/08/1938","United States Forest Service","1:20,000","1083","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Little Twins","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 58 07","-105 17 14","33373","BOW001083.jpg"
"BOW 1-85","05/08/1938","United States Forest Service","1:20,000","1085","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Border Albany/Larimie","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 59 26","-105 17 26","33377","BOW001085.jpg"
"BOW 1-93","05/08/1938","United States Forest Service","1:20,000","1093","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Table Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 59 34","-105 19 58","33381","BOW001093.jpg"
"BOW 1-95","05/08/1938","United States Forest Service","1:20,000","1095","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lovers Leap","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 58 25","-105 20 17","33385","BOW001095.jpg"
"BOW 1-97","05/08/1938","United States Forest Service","1:20,000","1097","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 56 54","-105 20 17","33389","BOW001097.jpg"
"BOW 1-99","05/08/1938","United States Forest Service","1:20,000","1099","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sixmile Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 55 04","-105 19 48","33393","BOW001099.jpg"
"BOW 11-1","10/25/1938","United States Forest Service","1:20,000","11001","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 51 34","-105 48 51","34944","BOW011001.jpg"
"BOW 11-2","10/25/1938","United States Forest Service","1:20,000","11002","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 50 54","-105 48 45","34949","BOW011002.jpg"
"BOW 11-3","10/25/1938","United States Forest Service","1:20,000","11003","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 50 25","-105 48 35","34952","BOW011003.jpg"
"BOW 11-4","10/25/1938","United States Forest Service","1:20,000","11004","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 49 51","-105 48 23","34955","BOW011004.jpg"
"BOW 11-5","10/25/1938","United States Forest Service","1:20,000","11005","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Deadman Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 49 14","-105 48 09","34958","BOW011005.jpg"
"BOW 11-6","10/25/1938","United States Forest Service","1:20,000","11006","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Deadman Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 48 35","-105 48 06","34962","BOW011006.jpg"
"BOW 11-7","10/25/1938","United States Forest Service","1:20,000","11007","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Deadman Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 47 56","-105 48 06","34965","BOW011007.jpg"
"BOW 11-8","10/25/1938","United States Forest Service","1:20,000","11008","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Deadman Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 47 23","-105 47 58","34968","BOW011008.jpg"
"BOW 11-9","10/25/1938","United States Forest Service","1:20,000","11009","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nunn Creek Basin","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 46 50","-105 47 56","34971","BOW011009.jpg"
"BOW 1-101","05/08/1938","United States Forest Service","1:20,000","1101","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Virginia Dale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Halligan Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 53 37","-105 19 40","33397","BOW001101.jpg"
"BOW 11-10","10/25/1938","United States Forest Service","1:20,000","11010","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nunn Creek Basin","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 46 15","-105 47 45","34975","BOW011010.jpg"
"BOW 11-11","10/25/1938","United States Forest Service","1:20,000","11011","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nunn Creek Basin","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 45 44","-105 47 42","34978","BOW011011.jpg"
"BOW 11-12","10/25/1938","United States Forest Service","1:20,000","11012","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Deadman Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nunn Creek Basin","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 45 10","-105 47 37","34981","bow011012.jpg"
"BOW 11-13","10/25/1938","United States Forest Service","1:20,000","11013","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nunn Creek Basin","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 44 40","-105 47 37","34984","BOW011013.jpg"
"BOW 11-14","10/25/1938","United States Forest Service","1:20,000","11014","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 44 01","-105 47 25","34988","BOW011014.jpg"
"BOW 11-15","10/25/1938","United States Forest Service","1:20,000","11015","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 43 29","-105 47 17","34992","BOW011015.jpg"
"BOW 11-16","10/25/1938","United States Forest Service","1:20,000","11016","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 42 55","-105 47 28","34995","BOW011016.jpg"
"BOW 11-17","10/25/1938","United States Forest Service","1:20,000","11017","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 42 18","-105 47 33","34998","BOW011017.jpg"
"BOW 11-18","10/25/1938","United States Forest Service","1:20,000","11018","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boston Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 41 44","-105 47 26","35001","BOW011018.jpg"
