Project-Roll-Frame,Date,Publisher,Scale,sortOrder,Physical Item Location,Rights,County#1,State#1,1:24000 USGS Topo Quad Name#1#1,1:24000 USGS Topo Quad Name Authority#1#1,1:24000 USGS Topo Quad Name#1#10,1:24000 USGS Topo Quad Name Authority#1#10,1:24000 USGS Topo Quad Name#1#11,1:24000 USGS Topo Quad Name Authority#1#11,1:24000 USGS Topo Quad Name#1#12,1:24000 USGS Topo Quad Name Authority#1#12,1:24000 USGS Topo Quad Name#1#13,1:24000 USGS Topo Quad Name Authority#1#13,1:24000 USGS Topo Quad Name#1#14,1:24000 USGS Topo Quad Name Authority#1#14,1:24000 USGS Topo Quad Name#1#15,1:24000 USGS Topo Quad Name Authority#1#15,1:24000 USGS Topo Quad Name#1#16,1:24000 USGS Topo Quad Name Authority#1#16,1:24000 USGS Topo Quad Name#1#2,1:24000 USGS Topo Quad Name Authority#1#2,1:24000 USGS Topo Quad Name#1#3,1:24000 USGS Topo Quad Name Authority#1#3,1:24000 USGS Topo Quad Name#1#4,1:24000 USGS Topo Quad Name Authority#1#4,1:24000 USGS Topo Quad Name#1#5,1:24000 USGS Topo Quad Name Authority#1#5,1:24000 USGS Topo Quad Name#1#6,1:24000 USGS Topo Quad Name Authority#1#6,1:24000 USGS Topo Quad Name#1#7,1:24000 USGS Topo Quad Name Authority#1#7,1:24000 USGS Topo Quad Name#1#8,1:24000 USGS Topo Quad Name Authority#1#8,1:24000 USGS Topo Quad Name#1#9,1:24000 USGS Topo Quad Name Authority#1#9,Landmark#1#1,Landmark Authority#1#1,County#2,State#2,1:24000 USGS Topo Quad Name#2#1,1:24000 USGS Topo Quad Name Authority#2#1,1:24000 USGS Topo Quad Name#2#2,1:24000 USGS Topo Quad Name Authority#2#2,1:24000 USGS Topo Quad Name#2#3,1:24000 USGS Topo Quad Name Authority#2#3,1:24000 USGS Topo Quad Name#2#4,1:24000 USGS Topo Quad Name Authority#2#4,Landmark#2#1,Landmark Authority#2#1,County#3,State#3,1:24000 USGS Topo Quad Name#3#1,1:24000 USGS Topo Quad Name Authority#3#1,1:24000 USGS Topo Quad Name#3#2,1:24000 USGS Topo Quad Name Authority#3#2,1:24000 USGS Topo Quad Name#3#3,1:24000 USGS Topo Quad Name Authority#3#3,County#4,State#4,1:24000 USGS Topo Quad Name#4#1,1:24000 USGS Topo Quad Name Authority#4#1,Center Point Latitude#1,Center Point Longitude#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
BOW 1-21,5/8/1938,United States Forest Service,"1:20,000",1021,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Boulder,Colorado,Boulder,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonderland Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 02 35,-105 16 51,33264,,BOW001021.jpg
BOW 1-23,5/8/1938,United States Forest Service,"1:20,000",1023,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Boulder,Colorado,Boulder,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesa Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 04 24,-105 16 56,33268,,BOW001023.jpg
BOW 1-24,5/8/1938,United States Forest Service,"1:20,000",1024,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Boulder,Colorado,Boulder,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Left Hand Valley Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 05 22,-105 16 52,33272,,BOW001024.jpg
BOW 1-35,5/8/1938,United States Forest Service,"1:20,000",1035,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Boulder,Colorado,Pinewood Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beech Hill,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 15 27,-105 16 60,33276,,BOW001035.jpg
BOW 1-37,5/8/1938,United States Forest Service,"1:20,000",1037,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Pinewood Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Thompson River,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 17 03,-105 17 05,33281,,BOW001037.jpg
BOW 1-39,5/8/1938,United States Forest Service,"1:20,000",1039,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Pinewood Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Hollow,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 18 33,-105 16 43,33285,,BOW001039.jpg
BOW 1-41,5/8/1938,United States Forest Service,"1:20,000",1041,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Pinewood Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Mountain (Pinewood Lake topo quad),USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 20 17,-105 16 46,33289,,BOW001041.jpg
BOW 1-43,5/8/1938,United States Forest Service,"1:20,000",1043,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Pinewood Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinewood Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 22 17,-105 16 41,33293,,BOW001043.jpg
BOW 1-45,5/8/1938,United States Forest Service,"1:20,000",1045,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Drake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stone Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 24 12,-105 17 01,33297,,BOW001045.jpg
BOW 1-47,5/8/1938,United States Forest Service,"1:20,000",1047,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Drake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Thompson Canyon,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 25 54,-105 16 59,33302,,BOW001047.jpg
BOW 1-49,5/8/1938,United States Forest Service,"1:20,000",1049,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Drake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 27 09,-105 17 12,33306,,BOW001049.jpg
BOW 1-51,5/8/1938,United States Forest Service,"1:20,000",1051,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Drake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spruce Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 28 54,-105 17 16,33310,,BOW001051.jpg
BOW 1-53,5/8/1938,United States Forest Service,"1:20,000",1053,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Buckhorn Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bear Gulch,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 31 04,-105 17 25,33314,,BOW001053.jpg
BOW 1-55,5/8/1938,United States Forest Service,"1:20,000",1055,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Buckhorn Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish Creek (Buckhorn Mountain topo quad),USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 32 40,-105 17 13,33319,,BOW001055.jpg
BOW 1-57,5/8/1938,United States Forest Service,"1:20,000",1057,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Buckhorn Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christ Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 34 09,-105 17 15,33323,,BOW001057.jpg
BOW 1-59,5/8/1938,United States Forest Service,"1:20,000",1059,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Buckhorn Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackhurst Gulch,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 36 43,-105 17 19,33327,,BOW001059.jpg
BOW 1-61,5/8/1938,United States Forest Service,"1:20,000",1061,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Poudre Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lewstone Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 38 05,-105 17 09,33330,,BOW001061.jpg
BOW 1-63,5/8/1938,United States Forest Service,"1:20,000",1063,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Poudre Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watha Gulch,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 39 48,-105 17 10,33335,,BOW001063.jpg
BOW 1-65,5/8/1938,United States Forest Service,"1:20,000",1065,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Larimer,Colorado,Poudre Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poudre Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,40 41 35,-105 17 04,33339,,BOW001065.jpg
